is_Recommended,hours_players,comment
Recommended,257.9,"Posted: December 4, 2016
I grew up playing Harvest Moon with my mom and it is one of my fondest memories. She would always buy me the new one for Christmas, and we would play it all day, filling notebooks full of recipes and discussing which person we hoped to marry. Although Stardew Valley has unmistakable similarities to Harvest Moon, it is a masterpiece in it's own right, one that is very dear to my heart after all those years playing with my mum.

Stardew Valley is complex and simple, heartwarming and detailed. It's complicated enough that so many hours later I still haven't completed most of the achievements or befriended most of the townsfolk, but it's simple and easy enough that I play it almost every night on the couch after work.

Concerned Ape has programmed a masterpiece; his story is just as heartwarming as the story he created. I anticipate each new release and I can't wait to see how far he takes this wonderful game. I rarely give games a perfect score, but this certainly deserves a ten out of ten."
Recommended,78.6,"Posted: October 6, 2021
College make me :(
Farm game make me :)"
Recommended,123.9,"Posted: April 17, 2022
A game of this quality made by a single person is a slap on the face for AAA studios."
Recommended,4.4,"Posted: May 4
You hate Pierre because he’s closed on Wednesday.
I hate him because I can't be with Caroline.
We are not the same."
Recommended,117.8,"Posted: September 11
this game provided the comfort and love that my father didn't. 12/10"
Recommended,223.1,"Posted: June 22, 2020
play this game with the characters wiki open because nothing will hurt more than putting all ur hard work into growing a cauliflower and then picking the person u like the most for this special gift and them just saying 'ew'"
Recommended,346.1,"Posted: March 24, 2022
---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☑ Check if you can run paint
☐ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☑ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☑ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10"
Recommended,62.7,"Posted: April 21, 2022
This game has been a great distraction since I lost my ability to walk. Sustained a work injury in January that leaves me permanently bedridden. It's so calming to build a farm and watch it thrive! I love the interactions with all the townfolk, and there's so many cool secrets in this game I can't even begin. Wish my wife could've played this game with me :)"
Recommended,62.3,"Posted: December 21, 2022
Give a man a fish and he will eat for a day. Give solo developer Eric Barone four years and they will make open-ended country-life RPG Stardew Valley."
Recommended,199.2,"Posted: March 15
The closest thing to touching grass i've done"
Recommended,121.2,"Posted: January 27
I farm potat"
Recommended,244.4,"Posted: May 15, 2021
Thank you.
I really hope the developers are able to find this review somehow.

We all have difficult times in our lives.

I started playing Stardew Valley in April 2021, which was not an easy moment in my life. Apart from the COVID pandemic, i was struggling with high anxiety/depression, college was online and the pressure, both from the university and myself, never stopped. It was hard. I cried a lot. But somehow i got through this.
I never played this kind of game before, sort of ""Harvest Moon""-like i guess. But i wanted to try something that i could just... Relax. Enjoy. Take a deep breath and calm my mind. Relieve the tension. Chill.

Stardew Valley, for me, was kind of... a life saver.
I'm still playing it (100h and counting) and the game still do what it did in the beginning: it's an incredibly charming and relaxing game, it's fun and it has likable characters, so far it has been an experience that i am very happy i gave it a shot.
It's one of my favorite indie games ever now. Right beside Bastion, Hollow Knight and Shovel Knight, other favorites of mine.

Stardew Valley calmed me when i needed most. And i will not forget that.
Again:"
Recommended,185.0,"Posted: March 14, 2016
There isn't much to be said that hasn't already been said for this amazing game if you enjoyed the classic harvest moon type games you will absolutely 100% enjoy this. The game play seems fresh and fun even after clocking in over 60 hours, You won't want to quit, “Just 1 more day” then you realize that turned into 5 days and it's 4am and you have to sleep sometime.

This game, takes the old harvest moon concepts and tosses in a bit of Rune factory and a sprinkle of animal crossing leaving you with a sensational experience. Each day brings something fresh, There is over 25 different Npc's to interact with each day and each one brings their own charm and dialogue options depending on if you take the time to build up your friendships.

Your farm can be whatever you make it, You design what it looks like, how it runs, what you plant and what animals you choose to raise. The fishing can be a bit difficult to begin with but very rewarding and relaxing once you get the hang of it. On days you want something a bit different you can hop into the mine and find some rare gems, ores and minerals, Some that you can donate to the game's huge museum or use to upgrade your tools!

I can't praise this game enough, if your on the fence about purchasing this game or you think you should wait for a sale, Don't wait! This game was made by a single developer who deserves every single penny for all the obvious hard work and dedication. So go and farm your butt off!!!!"
